,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
317,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,700,1,-1,0,unknown,yes
318,39,management,married,tertiary,no,763,yes,no,cellular,11,877,7,300,2,other,yes
319,32,management,divorced,tertiary,no,874,no,no,cellular,12,1282,6,-1,0,unknown,yes
320,45,management,married,tertiary,no,506,no,no,cellular,23,229,2,-1,0,unknown,yes
321,32,management,married,secondary,no,134,yes,yes,cellular,15,532,3,-1,0,unknown,yes
322,77,unknown,married,unknown,no,397,no,no,telephone,7,300,3,-1,0,unknown,yes
323,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,689,2,-1,0,unknown,yes
324,37,self-employed,single,tertiary,no,1188,no,no,cellular,24,310,1,-1,0,unknown,yes
325,54,admin.,married,unknown,no,140,no,no,telephone,27,473,2,182,2,failure,yes
326,31,blue-collar,married,primary,no,-537,yes,yes,cellular,21,1039,7,-1,0,unknown,yes
327,25,management,single,tertiary,no,943,no,no,cellular,30,512,1,-1,0,unknown,yes
328,56,management,married,unknown,no,4623,no,no,cellular,17,348,1,-1,0,unknown,yes
329,29,technician,single,secondary,no,1165,no,no,cellular,3,244,2,184,1,success,yes
330,41,management,single,tertiary,no,1253,no,no,cellular,21,1134,5,-1,0,unknown,yes
331,34,management,married,tertiary,no,158,no,no,cellular,9,190,1,92,9,success,yes
332,31,management,married,secondary,no,0,no,no,cellular,11,720,1,-1,0,unknown,yes
333,35,admin.,divorced,secondary,no,534,no,no,cellular,15,669,1,312,3,failure,yes
334,31,student,single,tertiary,no,64,no,no,cellular,2,261,2,-1,0,unknown,yes
335,80,housemaid,married,primary,no,0,no,no,cellular,23,639,1,189,1,failure,yes
336,35,admin.,married,secondary,no,898,yes,no,cellular,9,214,1,-1,0,unknown,yes
337,65,retired,married,secondary,no,2,no,no,cellular,14,450,1,-1,0,unknown,yes
338,58,retired,married,primary,no,1241,no,no,cellular,18,194,2,-1,0,unknown,yes
339,48,admin.,single,secondary,no,1544,yes,no,telephone,30,263,1,450,2,failure,yes
340,19,student,single,unknown,no,108,no,no,cellular,9,273,2,182,1,success,yes
341,40,admin.,married,secondary,no,1535,yes,no,unknown,14,704,1,-1,0,unknown,yes
342,32,technician,married,secondary,no,660,no,no,cellular,25,226,2,490,1,failure,yes
343,37,management,married,tertiary,no,238,no,no,cellular,3,149,1,-1,0,unknown,yes
344,39,management,single,tertiary,no,0,yes,no,cellular,18,224,3,-1,0,unknown,yes
345,33,technician,married,secondary,no,806,no,no,cellular,17,108,1,-1,0,unknown,yes
346,28,blue-collar,married,secondary,no,173,no,no,cellular,18,588,7,-1,0,unknown,yes
347,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,536,2,334,4,failure,yes
348,36,student,single,tertiary,no,129,no,no,cellular,28,918,1,93,1,success,yes
349,56,retired,married,secondary,no,-1206,yes,no,cellular,15,382,2,-1,0,unknown,yes
350,67,retired,married,secondary,no,1443,no,no,cellular,8,245,1,-1,0,unknown,yes
351,43,management,married,tertiary,no,839,no,no,cellular,22,942,1,-1,0,unknown,yes
352,29,blue-collar,single,secondary,no,-20,yes,no,unknown,29,814,2,-1,0,unknown,yes
353,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,618,1,355,2,failure,yes
354,46,technician,married,secondary,no,940,no,no,cellular,5,1227,2,-1,0,unknown,yes
355,52,unemployed,married,secondary,no,94,no,no,cellular,30,244,1,-1,0,unknown,yes
356,58,retired,married,primary,no,565,no,no,telephone,7,876,1,-1,0,unknown,yes
357,36,technician,married,primary,no,0,no,no,unknown,4,584,1,-1,0,unknown,yes
358,54,management,divorced,secondary,no,300,yes,no,cellular,20,562,2,-1,0,unknown,yes
359,55,management,married,unknown,no,3122,no,no,cellular,8,349,1,-1,0,unknown,yes
360,31,services,single,secondary,no,181,no,no,cellular,12,182,1,104,1,success,yes
361,46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,566,2,-1,0,unknown,yes
362,33,technician,married,secondary,no,133,no,no,cellular,12,627,2,192,1,success,yes
363,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,1064,1,-1,0,unknown,yes
364,37,management,single,tertiary,no,8828,no,no,unknown,12,1010,3,-1,0,unknown,yes
365,42,technician,married,secondary,no,994,yes,no,cellular,18,453,1,67,9,success,yes
366,28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,638,2,-1,0,unknown,yes
367,26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,1150,3,-1,0,unknown,yes
368,45,management,married,tertiary,no,226,yes,no,cellular,13,177,6,179,10,success,yes
369,28,admin.,single,secondary,no,154,yes,no,cellular,15,536,1,364,1,other,yes
370,52,retired,divorced,primary,no,-779,yes,yes,cellular,17,709,1,-1,0,unknown,yes
371,53,management,married,tertiary,no,15,no,no,cellular,20,921,2,-1,0,unknown,yes
372,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,187,1,-1,0,unknown,yes
373,50,management,married,unknown,no,8345,no,no,cellular,27,194,1,261,1,failure,yes
374,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,257,3,-1,0,unknown,yes
375,47,admin.,single,secondary,no,3696,no,no,cellular,12,758,4,-1,0,unknown,yes
376,33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,2,291,3,-1,0,unknown,yes
377,33,blue-collar,married,secondary,no,0,yes,no,unknown,21,521,3,-1,0,unknown,yes
378,39,blue-collar,married,secondary,no,261,no,no,cellular,4,841,4,-1,0,unknown,yes
379,62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,158,1,-1,0,unknown,yes
380,52,management,married,tertiary,no,40,no,no,cellular,19,1265,3,-1,0,unknown,yes
381,25,technician,single,secondary,no,4859,no,no,cellular,12,227,1,-1,0,unknown,yes
382,27,technician,single,tertiary,no,2781,yes,no,cellular,24,168,1,389,1,failure,yes
383,34,management,married,tertiary,no,0,no,no,cellular,6,787,3,9,1,other,yes
384,25,student,single,unknown,no,722,no,no,telephone,21,623,2,-1,0,unknown,yes
385,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,414,2,-1,0,unknown,yes
386,26,services,single,tertiary,no,12,no,no,cellular,14,563,1,181,10,failure,yes
387,60,retired,married,secondary,no,1690,no,no,unknown,20,1467,4,-1,0,unknown,yes
388,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,348,3,256,2,failure,yes
389,50,admin.,divorced,secondary,no,237,no,yes,telephone,5,169,1,-1,0,unknown,yes
390,53,technician,divorced,tertiary,no,2228,no,no,cellular,17,890,1,-1,0,unknown,yes
391,44,management,married,primary,no,4758,yes,no,cellular,22,712,6,-1,0,unknown,yes
392,48,management,married,secondary,no,268,yes,no,cellular,28,458,7,-1,0,unknown,yes
393,56,admin.,married,secondary,no,602,no,no,cellular,14,458,1,130,8,success,yes
394,42,technician,divorced,secondary,no,314,yes,no,unknown,30,234,1,-1,0,unknown,yes
395,35,management,single,tertiary,no,331,no,no,cellular,14,857,2,-1,0,unknown,yes
396,35,blue-collar,single,unknown,no,484,no,no,cellular,8,344,1,87,3,failure,yes
397,28,technician,married,secondary,no,742,no,no,cellular,26,236,1,-1,0,unknown,yes
398,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,1164,1,203,1,failure,yes
399,53,technician,married,secondary,no,1982,yes,yes,cellular,27,160,1,-1,0,unknown,yes
400,73,retired,single,secondary,no,1050,no,no,cellular,4,562,3,181,2,failure,yes
401,49,admin.,married,secondary,no,0,no,no,cellular,30,551,1,-1,0,unknown,yes
402,29,management,married,tertiary,no,1441,yes,no,cellular,4,80,2,-1,0,unknown,yes
403,30,admin.,married,secondary,no,4457,yes,no,cellular,21,566,4,-1,0,unknown,yes
404,77,retired,married,secondary,no,638,no,no,cellular,11,288,1,188,1,success,yes
405,54,unknown,married,secondary,no,2206,no,no,cellular,13,260,1,91,4,success,yes
406,30,blue-collar,single,secondary,no,161,no,yes,telephone,8,298,3,-1,0,unknown,yes
407,57,admin.,married,secondary,no,6005,yes,no,cellular,8,704,1,323,6,failure,yes
408,27,blue-collar,single,secondary,no,535,no,no,cellular,16,265,3,95,4,success,yes
409,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,583,1,147,1,success,yes
410,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,216,1,183,4,success,yes
411,56,management,married,primary,no,0,no,no,cellular,3,996,1,-1,0,unknown,yes
412,39,technician,single,tertiary,no,25,yes,no,cellular,28,315,1,210,2,success,yes
413,33,technician,single,tertiary,no,1636,yes,no,cellular,27,165,1,-1,0,unknown,yes
414,25,student,single,secondary,no,486,no,no,cellular,13,273,3,199,4,failure,yes
415,26,technician,single,tertiary,no,-67,yes,no,cellular,15,637,1,-1,0,unknown,yes
416,32,services,married,primary,no,228,yes,no,cellular,21,1017,6,-1,0,unknown,yes
417,35,technician,single,secondary,no,16,yes,no,cellular,8,903,1,-1,0,unknown,yes
418,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,927,1,-1,0,unknown,yes
419,36,management,married,tertiary,no,925,no,no,cellular,14,321,3,189,4,success,yes
420,28,management,married,secondary,no,292,yes,no,unknown,28,507,1,-1,0,unknown,yes
421,32,blue-collar,married,primary,no,3136,yes,no,cellular,19,820,1,-1,0,unknown,yes
422,54,technician,married,secondary,no,10185,no,no,cellular,12,251,1,186,3,success,yes
423,46,management,married,tertiary,no,273,yes,no,cellular,10,583,6,53,6,success,yes
424,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,150,1,-1,0,unknown,yes
425,31,admin.,single,secondary,no,431,yes,yes,unknown,20,1045,1,-1,0,unknown,yes
426,42,admin.,divorced,secondary,no,153,yes,no,unknown,16,844,1,-1,0,unknown,yes
427,33,unknown,married,secondary,no,335,no,no,cellular,4,891,2,177,7,failure,yes
428,71,housemaid,divorced,primary,no,1311,no,no,cellular,10,301,2,91,1,success,yes
429,36,blue-collar,single,secondary,no,478,yes,no,cellular,13,610,1,-1,0,unknown,yes
430,32,services,married,secondary,no,1273,yes,no,cellular,16,1365,2,328,1,failure,yes
431,35,blue-collar,married,unknown,no,1201,no,no,unknown,18,537,1,-1,0,unknown,yes
432,48,management,single,tertiary,no,830,no,no,cellular,25,961,4,-1,0,unknown,yes
433,52,admin.,single,secondary,no,2398,yes,no,cellular,3,412,1,-1,0,unknown,yes
434,46,technician,single,secondary,no,874,no,no,cellular,19,819,3,-1,0,unknown,yes
435,34,services,single,secondary,no,-374,yes,no,cellular,11,672,1,-1,0,unknown,yes
436,35,admin.,single,secondary,no,0,yes,no,cellular,13,1073,1,-1,0,unknown,yes
437,49,management,married,tertiary,no,395,no,no,cellular,10,336,5,-1,0,unknown,yes
438,32,management,single,tertiary,no,12569,no,no,cellular,1,561,2,295,2,success,yes
439,35,management,married,unknown,no,2326,yes,yes,cellular,16,319,1,-1,0,unknown,yes
440,34,admin.,married,tertiary,no,69,no,yes,cellular,4,120,3,1,6,success,yes
441,45,admin.,married,secondary,no,205,no,no,cellular,3,373,1,92,1,success,yes
442,56,management,married,tertiary,no,12356,yes,no,cellular,26,410,1,551,5,other,yes
443,50,management,married,tertiary,no,1396,no,no,cellular,25,731,6,-1,0,unknown,yes
444,37,unemployed,single,secondary,no,381,yes,no,unknown,8,985,2,-1,0,unknown,yes
445,58,unemployed,married,secondary,no,687,yes,no,cellular,30,341,2,-1,0,unknown,yes
446,36,technician,married,tertiary,no,521,no,no,cellular,20,347,3,-1,0,unknown,yes
447,21,student,single,primary,no,423,no,no,cellular,8,104,5,-1,0,unknown,yes
448,42,technician,married,tertiary,no,757,no,no,cellular,30,354,1,79,1,success,yes
449,50,admin.,divorced,secondary,no,363,yes,no,unknown,16,1340,1,-1,0,unknown,yes
450,45,management,married,tertiary,no,226,yes,no,cellular,15,91,4,185,6,success,yes
451,30,services,single,secondary,no,495,yes,no,cellular,21,641,1,-1,0,unknown,yes
452,54,admin.,divorced,secondary,no,200,no,no,cellular,3,170,1,-1,0,unknown,yes
453,47,management,single,tertiary,no,255,no,yes,cellular,30,802,4,-1,0,unknown,yes
454,38,technician,divorced,secondary,no,902,yes,no,cellular,4,301,3,90,1,success,yes
455,36,admin.,married,secondary,no,1031,no,no,cellular,17,282,4,-1,0,unknown,yes
456,48,housemaid,married,secondary,no,513,no,yes,cellular,28,939,3,-1,0,unknown,yes
457,35,management,divorced,tertiary,no,2885,no,no,cellular,13,199,3,43,8,other,yes
458,75,retired,married,secondary,no,291,no,no,cellular,12,350,1,182,2,success,yes
459,57,technician,divorced,secondary,no,3043,no,no,cellular,14,707,2,-1,0,unknown,yes
460,47,management,married,tertiary,no,288,no,no,cellular,1,101,1,-1,0,unknown,yes
461,31,unemployed,single,secondary,no,1214,no,no,cellular,4,974,1,-1,0,unknown,yes
462,25,services,single,secondary,no,1119,yes,no,cellular,18,1063,1,-1,0,unknown,yes
463,66,retired,divorced,unknown,no,53,no,no,cellular,12,562,4,-1,0,unknown,yes
464,64,retired,married,secondary,no,4787,no,no,cellular,28,501,1,-1,0,unknown,yes
465,34,management,divorced,tertiary,no,2240,no,no,cellular,8,220,2,184,3,success,yes
466,54,admin.,married,tertiary,no,184,no,no,unknown,5,673,2,-1,0,unknown,yes
467,34,management,married,tertiary,no,271,yes,no,cellular,15,308,1,94,4,success,yes
468,43,technician,married,secondary,no,-754,yes,yes,cellular,9,727,3,-1,0,unknown,yes
469,49,management,married,tertiary,no,1808,yes,no,cellular,1,205,1,95,1,success,yes
470,24,services,single,secondary,no,638,yes,yes,cellular,7,792,3,-1,0,unknown,yes
471,48,blue-collar,single,primary,no,623,yes,no,cellular,2,1425,2,-1,0,unknown,yes
472,48,management,married,tertiary,no,2351,no,no,cellular,15,150,1,105,3,success,yes
473,35,housemaid,single,secondary,no,1015,yes,no,unknown,5,406,2,-1,0,unknown,yes
474,29,management,married,tertiary,no,0,yes,no,cellular,6,667,2,-1,0,unknown,yes
475,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,688,1,-1,0,unknown,yes
476,28,admin.,married,secondary,no,1595,no,no,cellular,9,268,1,254,4,success,yes
477,31,management,married,tertiary,no,131,no,no,cellular,18,332,2,-1,0,unknown,yes
478,40,management,married,tertiary,no,1598,yes,yes,cellular,6,1074,4,344,3,failure,yes
479,40,management,married,tertiary,no,158,no,no,telephone,30,712,2,-1,0,unknown,yes
480,45,technician,single,secondary,no,410,yes,no,unknown,30,891,4,-1,0,unknown,yes
481,30,management,married,tertiary,no,10884,no,no,cellular,4,333,2,-1,0,unknown,yes
482,45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,365,4,-1,0,unknown,yes
483,43,technician,married,secondary,no,3288,yes,no,cellular,21,775,3,-1,0,unknown,yes
484,34,admin.,single,secondary,no,557,no,no,cellular,17,224,1,-1,0,unknown,yes
485,58,management,divorced,unknown,no,2986,no,no,cellular,16,414,1,91,5,other,yes
486,31,unemployed,single,secondary,no,284,yes,no,cellular,2,855,1,-1,0,unknown,yes
487,39,unemployed,married,secondary,no,2245,no,no,cellular,21,749,2,-1,0,unknown,yes
488,57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,564,1,-1,0,unknown,yes
489,35,blue-collar,married,primary,no,414,no,no,unknown,13,504,4,-1,0,unknown,yes
490,39,student,single,tertiary,no,2103,no,no,cellular,2,588,1,-1,0,unknown,yes
491,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,195,1,-1,0,unknown,yes
492,37,management,married,tertiary,no,0,no,no,unknown,16,637,6,-1,0,unknown,yes
493,76,management,married,unknown,no,1780,yes,no,telephone,23,413,3,-1,0,unknown,yes
494,22,student,single,secondary,no,3982,no,no,cellular,20,206,1,-1,0,unknown,yes
495,55,management,divorced,tertiary,no,0,no,no,cellular,18,309,4,-1,0,unknown,yes
496,42,technician,single,unknown,no,11115,no,no,cellular,30,328,1,-1,0,unknown,yes
497,25,blue-collar,single,primary,no,2483,no,no,cellular,10,1499,3,-1,0,unknown,yes
498,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,786,1,-1,0,unknown,yes
499,30,services,married,secondary,no,129,yes,no,unknown,26,1446,7,-1,0,unknown,yes
500,22,student,single,secondary,no,71,no,no,cellular,13,337,1,181,2,success,yes
501,60,retired,married,secondary,no,523,no,no,cellular,11,467,1,182,3,success,yes
502,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,1397,3,-1,0,unknown,yes
503,43,management,single,tertiary,no,1696,yes,no,cellular,26,257,1,474,3,failure,yes
504,30,student,single,tertiary,no,228,yes,no,cellular,13,314,2,-1,0,unknown,yes
505,36,technician,single,secondary,no,2511,yes,no,cellular,16,700,5,-1,0,unknown,yes
506,39,management,married,secondary,no,11835,yes,no,cellular,11,744,2,-1,0,unknown,yes
507,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,207,3,387,2,failure,yes
508,28,management,single,tertiary,no,6551,no,no,cellular,23,203,1,-1,0,unknown,yes
509,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,263,2,180,2,success,yes
510,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,988,2,-1,0,unknown,yes
511,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,500,2,-1,0,unknown,yes
512,21,student,single,secondary,no,71,no,no,cellular,13,169,2,-1,0,unknown,yes
513,40,blue-collar,married,secondary,no,10,yes,no,unknown,9,1692,2,-1,0,unknown,yes
514,30,services,married,tertiary,no,81,no,no,cellular,22,145,1,-1,0,unknown,yes
515,28,technician,single,tertiary,no,387,yes,no,cellular,20,205,1,82,1,failure,yes
516,73,retired,married,primary,no,508,no,no,cellular,9,176,1,-1,0,unknown,yes
517,48,management,married,tertiary,no,0,no,yes,cellular,19,204,4,182,1,success,yes
518,40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,473,6,-1,0,unknown,yes
519,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,140,3,-1,0,unknown,yes
520,40,management,married,tertiary,no,1855,no,no,telephone,8,78,6,-1,0,unknown,yes
521,49,management,married,tertiary,no,64,no,no,unknown,11,586,1,-1,0,unknown,yes
522,37,services,married,secondary,no,4151,yes,yes,cellular,30,543,4,-1,0,unknown,yes
523,41,services,married,unknown,yes,-1,no,yes,cellular,30,1171,4,-1,0,unknown,yes
524,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,751,3,-1,0,unknown,yes
525,47,management,single,tertiary,no,6651,no,no,cellular,8,229,1,412,2,failure,yes
526,29,admin.,married,secondary,no,7707,yes,no,cellular,29,961,2,334,2,failure,yes
527,31,admin.,single,secondary,no,0,yes,no,cellular,7,895,2,295,2,failure,yes
528,43,unemployed,single,tertiary,no,983,yes,no,cellular,26,97,1,-1,0,unknown,yes
529,36,services,married,unknown,no,618,no,no,cellular,13,360,1,335,2,success,yes
530,33,management,single,tertiary,no,3143,no,no,cellular,29,421,2,-1,0,unknown,yes
531,39,management,married,tertiary,no,2939,no,no,cellular,15,348,2,-1,0,unknown,yes
532,30,management,single,tertiary,no,398,no,no,cellular,27,102,1,180,3,success,yes
533,82,retired,divorced,primary,no,0,no,no,telephone,15,506,2,195,1,other,yes
534,34,services,single,secondary,no,-30,no,no,cellular,21,1360,3,-1,0,unknown,yes
535,37,services,single,tertiary,no,1189,no,no,cellular,13,323,9,199,4,other,yes
536,57,admin.,married,secondary,no,169,no,no,cellular,3,369,1,-1,0,unknown,yes
537,25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,958,7,-1,0,unknown,yes
538,32,management,single,tertiary,no,2360,no,no,cellular,3,152,2,160,5,other,yes
539,32,admin.,single,secondary,no,131,yes,no,cellular,22,522,1,183,2,success,yes
540,57,retired,married,secondary,no,3738,yes,no,cellular,20,178,2,92,8,failure,yes
541,44,unemployed,single,primary,yes,-4,no,yes,cellular,30,788,2,-1,0,unknown,yes
542,53,admin.,single,secondary,no,2398,yes,no,cellular,2,317,1,180,2,failure,yes
543,32,management,single,tertiary,no,0,yes,no,cellular,30,370,3,-1,0,unknown,yes
